01.10.2025                                                   Salida dinámica de lista                                                                                                         1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Cl.|Aviso    |Fecha     |Descripción                             |Equipo   |Ubicac.técnica  |DurParada|Aut.aviso   |Por     |Orden     |Fin desead|Texto código p. codificación           |
|X  M2 |154648278|25.04.2025|MATERIAL CORTO SE PROCESA POR APILADOR 1|56954    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|YAPRRU  |          |26.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154540586|13.03.2025|PROBLEMAS EN CIERRE TOPE DE FONDO APILAD|56954    |SA-APR-LCT2     |    0.37 |INTERFASEQNX|YAPRRU  |          |14.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475068|14.02.2025|FALLA APILADOR 2, SE TRABAJA POR EL 1   |56954    |SA-APR-LCT2     |    0.07 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154618217|12.04.2025|SE CAMBIA CADENA DE RODILLO BASCULANTE D|56954    |SA-APR-LCT2     |    0.47 |INTERFASEQNX|YAPRRU  |          |13.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154489644|20.02.2025|SE PROCESA SOLO X APILADOR 1.           |56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |21.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154490970|20.02.2025|SE TRABA TOPE DE FONDO APILADOR 1 CON ME|56954    |SA-APR-LCT2     |    0.20 |INTERFASEQNX|YAPRRU  |          |21.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154397680|15.01.2025|ROTURA DE CADENA RODILLOS BASCULANTES LA|56954    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|YAPRRU  |          |16.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154397390|14.01.2025|SE TRABA EMPUJADOR FRONTAL TOPE DE FONDO|56954    |SA-APR-LCT2     |    0.13 |INTERFASEQNX|YAPRRU  |          |15.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154451847|05.02.2025|SE TRABA EMPUJADOR FRONTAL TOPE DE FONDO|56954    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|YAPRRU  |          |06.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154394381|14.01.2025|PROBLEMAS EN EMPUJADOR TOPE DE FONDO 2  |56954    |SA-APR-LCT2     |    0.17 |INTERFASEQNX|YAPRRU  |          |15.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154451848|05.02.2025|SE TRABA EMPUJADOR FRONTAL TOPE DE FONDO|56954    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|YAPRRU  |          |06.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154453999|06.02.2025|SE ROMPE GUIA EN CILINDRO NEUMATICO EMPU|56954    |SA-APR-LCT2     |    0.72 |INTERFASEQNX|YAPRRU  |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154454515|06.02.2025|SE ARREGLA TAPA DE PROTECCION DE RODILLO|56954    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|YAPRRU  |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154394182|14.01.2025|PLACA LATERAL FLOJA EN RODILLOS BASCULAN|56954    |SA-APR-LCT2     |    1.58 |INTERFASEQNX|YAPRRU  |          |15.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154393598|13.01.2025|FALLA APILADOR 2                        |56954    |SA-APR-LCT2     |    0.20 |INTERFASEQNX|YAPRRU  |          |14.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155035605|01.10.2025|SE DESPLAZA PINON ENLASE DE CADENAS APIL|56954    |SA-APR-LCT2     |    0.58 |INTERFASEQNX|C.ROROM |          |02.10.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154452142|05.02.2025|SE PROCESA SOLO POR APILADOR 1, SE TRABA|56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |06.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155000085|15.09.2025|ROTURA CADENA RODILLO APILADOR LADO OPER|56954    |SA-APR-LCT2     |    0.52 |INTERFASEQNX|C.ROROM |          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154999687|15.09.2025|ROTURA DE CADENA APILADOR 2 LADO OPERADO|56954    |SA-APR-LCT2     |    0.30 |INTERFASEQNX|C.ROROM |          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154393597|13.01.2025|FALLA APILADOR 2                        |56954    |SA-APR-LCT2     |    0.25 |INTERFASEQNX|YAPRRU  |          |14.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154999686|15.09.2025|SE TRABA HOJA EN ENTRADA DE APILADOR 2  |56954    |SA-APR-LCT2     |    0.08 |INTERFASEQNX|C.ROROM |          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155021899|24.09.2025|SE CORTA CADENA ENLASE RODILLO BASCULANT|56955    |SA-APR-LCT2     |    0.38 |INTERFASEQNX|GRSANCHE|          |25.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154712509|22.05.2025|SE REPARA GUIA LATERAL APILADOR 1 LADO O|56955    |SA-APR-LCT2     |    0.82 |INTERFASEQNX|GRSANCHE|          |23.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154712510|22.05.2025|SE REPARA GUIA LATERAL APILADOR 1 LADO O|56955    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|GRSANCHE|          |23.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154792852|23.06.2025|ROTURA DE RODILLO BASCULANTE TRAMO 2 LAD|56956    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |24.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154453997|06.02.2025|SE ROMPE GUIA EN CILINDRO NEUMATICO EMPU|56961    |SA-APR-LCT2     |    0.15 |INTERFASEQNX|APAPHC  |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154452141|05.02.2025|SE TRABA EMPUJADOR FRONTAL TOPE DE FONDO|56961    |SA-APR-LCT2     |    0.17 |INTERFASEQNX|APAPHC  |          |06.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154453998|06.02.2025|SE ROMPE GUIA EN CILINDRO NEUMATICO EMPU|56961    |SA-APR-LCT2     |    0.17 |INTERFASEQNX|APAPHC  |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154464360|10.02.2025|FALLA EN TOPES FIJOS.                   |56961    |SA-APR-LCT2     |    0.18 |INTERFASEQNX|APAPHC  |          |11.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154473156|13.02.2025|FALLA EN TOPE FIJO 2                    |56961    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|APAPHC  |          |14.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154473049|13.02.2025|FALLA EN TOPE FIJO 2                    |56961    |SA-APR-LCT2     |    0.32 |INTERFASEQNX|APAPHC  |          |14.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154767122|13.06.2025|SE TRABA HOJA POR FALLA EN TOPE FONDO 1 |56962    |SA-APR-LCT2     |    0.00 |LUCPRO      |C.MCOLQ |          |14.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154767123|13.06.2025|SE TRABA HOJA POR FALLA EN TOPE FONDO 1 |56962    |SA-APR-LCT2     |    0.00 |LUCPRO      |C.MCOLQ |          |14.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155007177|18.09.2025|SE PRUEBA CADENA DE APILADOR 1 LADO OPER|56962    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |19.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155007002|18.09.2025|SE CORTA CADENA ENLASE APILADOR 1 LADO O|56962    |SA-APR-LCT2     |    0.78 |INTERFASEQNX|YAPRRU  |          |19.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154722637|27.05.2025|CAMBIO DE CADENA EN APILADOR 1 LADO OPER|56962    |SA-APR-LCT2     |    0.17 |INTERFASEQNX|C.ROROM |          |28.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154986410|09.09.2025|ROTURA TENSOR DE CADENAS EN RODILLOS BAS|56962    |SA-APR-LCT2     |    0.45 |INTERFASEQNX|C.ROROM |          |10.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154935896|21.08.2025|SE CORTAN CADENAS RODILLOS BASCULANTES A|56962    |SA-APR-LCT2     |    1.37 |LUCPRO      |YAPRRU  |          |22.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154992319|11.09.2025|SE CORTA CADENA RODILLOS BASCUNATES TRAM|56962    |SA-APR-LCT2     |    1.33 |INTERFASEQNX|C.ROROM |          |12.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154992390|11.09.2025|ROTURA DE CAJAS EN LEVA DE RODILLO BASCU|56962    |SA-APR-LCT2     |    0.28 |INTERFASEQNX|YAPRRU  |          |12.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154931960|19.08.2025|SE ARREGLAN ENGRANAJES Y CADENAS RODILLO|56963    |SA-APR-LCT2     |    0.65 |INTERFASEQNX|YAPRRU  |          |20.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154620652|14.04.2025|ROTURA DE MESA BASCULANTE               |56963    |SA-APR-LCT2     |    0.82 |INTERFASEQNX|YAPRRU  |          |15.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155000577|15.09.2025|ROTURA CADENA RODILLO DE APILADOR LADO O|56963    |SA-APR-LCT2     |    0.35 |INTERFASEQNX|YAPRRU  |          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154954008|28.08.2025|SE COLOCA PERNO DE RODILLOS BASCULANTES |56970    |SA-APR-LCT2     |    0.72 |INTERFASEQNX|YAPRRU  |          |29.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154635636|19.04.2025|FALLA TOPE DE FONDO FIJO                |56977    |SA-APR-LCT2     |    0.35 |INTERFASEQNX|YAPRRU  |          |20.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154769932|13.06.2025|SE BAJA TOPE DE FONDO 1                 |56977    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |14.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154635637|19.04.2025|FALLA TOPE DE FONDO FIJO                |56977    |SA-APR-LCT2     |    0.10 |INTERFASEQNX|YAPRRU  |          |20.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154941533|22.08.2025|SE ACOMODA PLANCHUELA EN APILADOR 1     |56983    |SA-APR-LCT2     |    0.17 |INTERFASEQNX|C.ROROM |          |23.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154941532|22.08.2025|SE ACOMODA PLANCHUELA EN APILADOR 1     |56983    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.ROROM |          |23.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154464393|11.02.2025|SE AJUSTA RODILLO MESA TIJERA APILADOR 1|56983    |SA-APR-LCT2     |    0.15 |INTERFASEQNX|APAPHC  |          |12.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154924572|15.08.2025|SE TRABAN RODILLOS MESA TIJERA APILADOR |56983    |SA-APR-LCT2     |    0.37 |INTERFASEQNX|C.MCOLQ |          |16.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154933182|20.08.2025|SE CAMBIA CADENA RODILLOS VASCULANTES TR|56989    |SA-APR-LCT2     |    0.57 |INTERFASEQNX|YAPRRU  |          |21.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154743086|04.06.2025|PROBLEMAS EN EMPUJADOR FRONTAL TOPE DE F|57004    |SA-APR-LCT2     |    0.47 |INTERFASEQNX|C.ROROM |          |05.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154734523|30.05.2025|SE CAMBIA CILINDRO DE EMPUJADOR TOPE 2  |57004    |SA-APR-LCT2     |    0.78 |INTERFASEQNX|YAPRRU  |          |31.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154734294|30.05.2025|SE REPARA TOPE DE FONDO 2               |57004    |SA-APR-LCT2     |    1.05 |INTERFASEQNX|YAPRRU  |          |31.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154989802|11.09.2025|FALLA EN TOPE DE FONDO 2                |57004    |SA-APR-LCT2     |    0.38 |INTERFASEQNX|YAPRRU  |          |12.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154743687|04.06.2025|SE CALIBRA EMPUJADOR TOPE DE FONDO APILA|57004    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|C.ROROM |          |05.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154743688|04.06.2025|SE CALIBRA EMPUJADOR TOPE DE FONDO APILA|57004    |SA-APR-LCT2     |    0.07 |INTERFASEQNX|C.ROROM |          |05.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154778465|17.06.2025|SE REPARA CADENA RODILLOS BASCULANTES AP|57019    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |18.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154796654|25.06.2025|SE SALE CADENA DE TRACCION DE RODILLO - |57022    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |26.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154923451|15.08.2025|NO FUNCIONA TRAMO DE RODILLOS DEL MEDIO |57022    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |16.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154665805|02.05.2025|ROTURA DE CADENA MESA BALANZA 2         |57022    |SA-APR-LCT2     |    1.12 |INTERFASEQNX|CSANDOV |          |03.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154693033|14.05.2025|SE SALE TAPA DE MOTOR MESA DE 90 SALIDA |57027    |SA-APR-LCT2     |    0.22 |INTERFASEQNX|JUSORIA |          |15.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155011400|19.09.2025|SE ACOMODA CADENA MESA 90 2             |57027    |SA-APR-LCT2     |    0.25 |INTERFASEQNX|JUSORIA |          |20.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154982076|08.09.2025|SE CAMBIAN CADENAS MESA DE 90 2         |57028    |SA-APR-LCT2     |    1.13 |LUCPRO      |LUCPRO  |          |09.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154618637|12.04.2025|SE PROCESA POR APILADOR 2               |57028    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|C.ROROM |          |13.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154981361|08.09.2025|ROTURA DE CADENA MESA DE 90 2           |57028    |SA-APR-LCT2     |    0.52 |LUCPRO      |LUCPRO  |          |09.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154952362|27.08.2025|SE CORTA CADENA EN RODILLOS MESA 2 DE CA|57036    |SA-APR-LCT2     |    1.03 |INTERFASEQNX|C.ROROM |          |28.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154990078|11.09.2025|SE AJUSTA CADENA MESA DE 90 2           |57036    |SA-APR-LCT2     |    0.08 |INTERFASEQNX|GRSANCHE|          |12.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154783000|19.06.2025|FALLA EN CADENA MESA 2 DE 90            |57036    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|APAPHC  |          |20.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154783150|19.06.2025|FALLA EN CADENA MESA 2 DE 90            |57036    |SA-APR-LCT2     |    0.07 |INTERFASEQNX|APAPHC  |          |20.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154783161|19.06.2025|FALLA EN CADENA MESA 2 DE 90            |57036    |SA-APR-LCT2     |    0.25 |INTERFASEQNX|APAPHC  |          |20.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154870095|23.07.2025|SE CALIBRA MESA DE 90 2DE CADENA        |57036    |SA-APR-LCT2     |    0.35 |INTERFASEQNX|APAPHC  |          |24.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154692328|13.05.2025|ROTURA CADENA MESA 90 2                 |57036    |SA-APR-LCT2     |    0.30 |INTERFASEQNX|C.ROROM |          |14.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154453321|06.02.2025|SE RETIRA PROTECCIONES DE RODILLOS MESA |57043    |SA-APR-LCT2     |    0.27 |INTERFASEQNX|YAPRRU  |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030701|29.09.2025|FALLA ZUNCHADORA SALIDA DE LINEA        |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030329|29.09.2025|ROTURA DE ZUNCHADORA SALIDA DE LINEA    |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154786771|20.06.2025|SE CAMBIA ZUNCHADORA POR FALLA          |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |21.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030690|29.09.2025|FALLA ZUNCHADORA SALIDA DE LINEA        |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030688|29.09.2025|ROTURA DE ZUNCHADORA SALIDA DE LINEA    |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030686|29.09.2025|ROTURA DE ZUNCHADORA SALIDA DE LINEA    |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030687|29.09.2025|ROTURA DE ZUNCHADORA SALIDA DE LINEA    |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155001203|16.09.2025|SE REPARA CADENA MESA DE ZUNCHADO       |57045    |SA-APR-LCT2     |    0.43 |INTERFASEQNX|C.ROROM |          |17.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154454514|06.02.2025|SE SALE TAPA PROTECCION DE RODILLOS MESA|57045    |SA-APR-LCT2     |    0.07 |INTERFASEQNX|C.ROROM |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154970084|03.09.2025|FALLA EN ZUNCHADORA                     |57045    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |04.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154692060|13.05.2025|ROTURA DE ZUNCHADORA SALIDA DE LINEA    |57045    |SA-APR-LCT2     |    0.35 |INTERFASEQNX|C.ROROM |          |14.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154454516|06.02.2025|SE ARREGLA TAPA DE PROTECCION DE RODILLO|57045    |SA-APR-LCT2     |    0.12 |INTERFASEQNX|C.ROROM |          |07.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154718001|24.05.2025|FALTA DE AIRE COMPRIMIDO EN ZUNCHADORA  |57078    |SA-APR-LCT2     |    0.13 |INTERFASEQNX|C.MCOLQ |          |25.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154787580|20.06.2025|ROTURA DE ZUNCHADORA                    |57084    |SA-APR-LCT2     |    0.20 |LUCPRO      |LUCPRO  |          |21.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154706853|20.05.2025|NO CIERRA GUIA LATERAL LADO OPERADOR    |57158    |SA-APR-LCT2     |    0.97 |LUCPRO      |LUCPRO  |          |21.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154916856|12.08.2025|SE TRABA GUIA LATERAL LADO OPERADOR.    |57158    |SA-APR-LCT2     |    0.98 |LUCPRO      |LUCPRO  |          |13.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155025635|26.09.2025|SE REVISAN GIAS LATERALES LADO OPERADOR |57158    |SA-APR-LCT2     |    0.00 |LUCPRO      |SGL_RFC |          |27.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154540017|13.03.2025|AJUSTE DE APLANADORA                    |159019740|SA-APR-LCT1     |    0.07 |INTERFASEQNX|C.ROROM |          |14.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154540050|13.03.2025|AJUSTE DE APLANADORA                    |159019740|SA-APR-LCT1     |    0.07 |INTERFASEQNX|C.ROROM |          |14.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154540098|13.03.2025|AJUSTE DE APLANADORA                    |159019740|SA-APR-LCT1     |    0.08 |INTERFASEQNX|C.ROROM |          |14.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154998402|15.09.2025|SE SACA CARDAN EN APLANADORA            |159019740|SA-APR-LCT1     |    0.17 |INTERFASEQNX|C.ROROM |          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154999685|15.09.2025|SE COLOCA CARDAN DE NIVELADOR           |159019740|SA-APR-LCT1     |    0.23 |INTERFASEQNX|C.ROROM |          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154813031|01.07.2025|SE ACONDICIONA CASETTE DE DECAPADO, TORN|159019741|SA-APR-LCT1     |    0.00 |LUCPRO      |LUCPRO  |          |02.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155028846|28.09.2025|PROBLEMAS EN LA LUBRICACION DE AMPUESTAS|159019749|SA-APR-LCT1     |    0.40 |LUCPRO      |LUCPRO  |          |29.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154753800|08.06.2025|FALLA EN CENTRAL HIDRAULICA POR FALTA DE|159019749|SA-APR-LCT1     |    0.33 |INTERFASEQNX|C.ROROM |          |09.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154753841|08.06.2025|FALLA EN CENTRAL HIDRAULICA POR FALTA DE|159019749|SA-APR-LCT1     |    0.17 |INTERFASEQNX|C.ROROM |          |09.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154626529|16.04.2025|ENH DE BB                               |159047870|SA-APR-LCT1     |    0.08 |INTERFASEQNX|C.ROROM |          |17.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154652661|26.04.2025|PROBLEMA EN CENTRADO DE CONOS           |159047870|SA-APR-LCT1     |    0.17 |INTERFASEQNX|C.ROROM |          |27.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155036178|01.10.2025|FALLA EN IMPRESORA SALIDA DE LINEA      |         |SA-APR-LCT2     |    0.13 |INTERFASEQNX|        |          |02.10.2025|PROBLEMAS DE INSTRUMENTAL-SERV.CENT    |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  *   |         |          |                                        |         |                |  167.38 |            |        |          |          |                                       |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
